Repo ID,Repo Full Name,Repo HTML URL,Repo Languages
165798394,dasgprat/CapnShare,https://github.com/dasgprat/CapnShare,"{'Ruby': 58579, 'HTML': 26854, 'CSS': 2268, 'JavaScript': 1287, 'CoffeeScript': 211}"
182446610,dasgprat/career-mapper,https://github.com/dasgprat/career-mapper,"{'PHP': 21745, 'JavaScript': 21104, 'Python': 10125, 'CSS': 1876}"
165749043,dasgprat/FitTrack,https://github.com/dasgprat/FitTrack,"{'Ruby': 75612, 'HTML': 36210, 'JavaScript': 21852, 'CSS': 11269, 'Python': 9349, 'CoffeeScript': 5097}"
190685078,dasgprat/instaOrder,https://github.com/dasgprat/instaOrder,{'Haskell': 9825}
172486099,dasgprat/personal-website,https://github.com/dasgprat/personal-website,"{'CSS': 130186, 'HTML': 38284, 'Ruby': 7752}"
165779943,dasgprat/PlayBook-for-success,https://github.com/dasgprat/PlayBook-for-success,"{'JavaScript': 176865, 'HTML': 327}"
148718274,dasgprat/PracticeCode,https://github.com/dasgprat/PracticeCode,{}
182446658,dasgprat/rails,https://github.com/dasgprat/rails,"{'Ruby': 12886501, 'HTML': 493241, 'JavaScript': 181482, 'CSS': 53452, 'CoffeeScript': 24459, 'Shell': 4532, 'Yacc': 983}"
